name,7893107,7893526,7893543,7893569,7894089,7894095,7894169,7894284,7894637,7894965,7895018,7895094,7895240,7895609,7895704,7895985,7896470,7897520,7899813,7907964,7908779,7910587,7925444,7928046,7939559,7940580,7943577,7944769,7945069,7948364,7950117,7953901,7953914,7955117,7960177,7960819,7961532,7965108,7966343,7967658,7970905,7971615,7978776,7984405,8000897,8014650,8017840,8018093,8018095,8023382,8040774,8041519,8044605,8054758,8054771,8058570,8059674,8065550,8075785,8085253,8090030,8092455,8097435,8097468,8097827,8099029,8099449,8102751,8103362,8103802,8105605,8105647,8105741,8112302,8112801,8115895,8117435,8121041,8122840,8124455,8128716,8128886,8129454,8129985,8140463,8144949,8145889,8146637,8149500,8151747,8154047,8154215,8154223,8163712,8168115,8168886,8178802,8178811,8180214,8180282
GSM1037296,3.27081,6.29636,11.0876,3.88065,9.07261,7.16129,5.97489,10.4409,8.4636,6.74043,7.48677,8.2984,6.97056,5.32322,11.7766,10.3961,4.94874,7.80982,10.2146,7.91512,9.65587,3.19165,8.72846,6.50206,7.94101,7.38449,6.73564,7.60242,6.75943,12.1191,3.6496,10.5711,7.96062,3.43071,7.15288,4.76439,11.7225,2.99367,8.67584,8.68952,5.99919,7.48237,8.93258,6.07412,7.28245,9.47801,7.03842,5.11024,4.4668,9.60949,6.45527,6.73915,4.49595,8.38029,8.81202,6.56286,6.37214,6.20107,5.83673,4.22117,7.41937,5.6107,7.84532,7.00211,7.30716,7.27559,11.0019,8.85687,3.1708,3.22791,2.27598,6.92866,6.55221,7.12288,4.22886,8.36908,9.53176,3.255,5.2007,5.39002,11.2193,7.60314,5.97949,8.14426,11.1856,5.36718,7.18638,9.77288,3.99321,7.43346,3.6911,6.04761,6.16912,3.12952,6.89926,5.42731,12.0939,12.1644,5.84077,7.31473
GSM1037297,2.70668,5.49734,10.7325,2.89858,9.0103,6.80941,6.39396,10.7604,8.02336,6.97154,8.2419,8.64344,7.12102,5.7163,11.7265,10.7514,3.43189,7.62264,10.282,8.08049,9.45252,3.32909,8.71593,6.41,8.23372,7.35824,6.59894,7.53476,6.65697,12.1349,3.40906,9.58072,7.44626,3.47524,6.84836,4.71502,11.8311,2.81603,8.4135,8.73626,6.13305,7.34801,8.77835,5.97803,7.07982,9.58042,7.25377,5.30995,4.37476,9.47585,6.51114,6.69021,4.91087,8.02722,8.74815,6.53516,6.29286,6.15366,5.93772,3.90991,7.48081,5.49844,7.50687,6.49481,7.19696,6.9419,10.8383,8.53695,3.28525,3.14536,2.51879,6.86582,6.69154,7.03575,4.67376,8.30726,9.59596,2.76962,5.12513,5.16105,11.2488,7.39401,6.0101,8.11957,11.0169,4.88683,6.9815,9.78677,4.16258,7.34844,3.63519,6.29744,6.29382,2.434,6.43828,5.59528,12.0252,12.1965,5.103,7.11119
GSM1037298,3.05276,6.58236,10.8271,3.33602,9.28394,7.21462,6.73186,10.8283,8.50749,7.26604,7.64142,8.47767,7.03332,5.75459,11.6473,10.8388,5.17449,7.56258,10.0163,8.41258,9.5153,3.33277,8.8959,6.46599,8.23294,7.58518,6.62025,7.65638,7.07476,12.3428,3.70786,9.28711,7.31009,3.5408,6.66657,4.71334,11.6154,2.97911,8.77624,9.02499,6.20373,7.57241,8.98423,5.98051,6.94256,9.51219,6.95711,5.17326,4.78652,9.79686,6.3497,6.84814,5.8333,7.5556,8.83702,6.88461,6.12103,6.49143,5.74819,3.79854,7.719,5.21346,7.93031,6.60734,7.24081,7.00731,10.9925,9.01148,3.17067,3.19755,2.54797,6.90327,6.83753,6.88586,4.65417,8.27463,9.29252,3.16932,5.46764,4.85691,11.1888,7.62794,5.82792,8.40844,11.061,5.12305,7.2255,9.90444,4.428,7.35939,3.36491,6.69556,6.72395,2.6675,6.6529,5.65206,11.4784,11.441,5.55251,7.04199
GSM1037299,4.06415,6.20839,10.7144,3.40275,8.96513,6.757,5.92767,10.5097,7.86061,6.77955,8.35076,8.56731,7.1747,5.01478,11.6102,10.7897,3.91803,7.45177,10.2231,8.091,9.80019,3.09327,8.6126,6.56172,8.15759,7.52178,6.40237,7.41648,6.82202,12.1472,3.64114,10.1206,8.30208,3.40807,6.71199,5.23369,11.7565,2.89705,8.85446,9.00834,5.84822,7.57506,8.94161,5.86101,7.30048,9.46937,7.35574,5.13582,5.11661,9.77361,6.5871,6.82108,6.43663,9.02123,8.82896,6.55504,6.19119,6.39469,5.83346,4.12215,7.38842,5.5929,7.12129,6.36935,7.20942,7.04945,10.8577,8.43875,3.22128,3.44935,2.3665,6.96292,6.69122,6.73137,4.41281,8.39208,7.42872,2.88772,5.29976,5.13446,11.3598,7.74565,6.13427,8.22667,10.888,5.20094,7.0413,9.89141,4.52971,7.63359,3.5697,6.56189,6.51487,2.19485,6.85107,5.15052,11.7745,11.8101,5.33672,7.20546
GSM1037300,3.68179,6.45172,10.7259,3.70835,8.91285,7.21777,5.71687,10.8269,8.39964,7.06498,7.54458,8.42282,6.91184,4.5675,11.5694,10.5229,4.51742,7.55494,10.0171,8.17115,9.49464,3.4828,8.64915,7.70421,8.91269,7.42842,6.08044,7.60047,6.62374,12.0805,3.66984,9.20304,7.36885,3.27249,6.57183,4.47777,11.6061,2.99908,8.44998,8.95751,5.95862,7.65021,8.61244,6.09215,7.48448,9.38183,7.4307,4.9944,4.50302,9.45077,6.72736,6.6352,5.89735,8.68275,8.60041,6.67887,6.88434,6.77993,5.51677,4.1338,7.45066,5.97008,7.68584,6.59725,6.99302,6.89442,10.8022,8.6511,3.38053,3.34416,2.13025,6.85964,7.06146,6.93437,4.6763,8.34019,8.89432,2.81334,5.3435,5.06167,11.1754,7.64827,5.96685,8.20068,10.6469,5.29508,6.84654,9.56588,3.84007,7.43751,3.55664,6.72436,6.65756,2.44822,6.90136,5.14346,11.5797,11.6907,4.94236,6.93663
GSM1037301,3.43656,5.98378,10.7825,5.00716,9.2915,6.54424,6.14813,10.6527,7.89003,7.39974,7.78164,9.05767,7.5878,6.00557,11.7088,10.9404,4.49813,7.76383,10.2369,8.11044,9.50211,3.23624,8.70956,6.50902,7.95311,7.64906,6.19802,7.5882,6.89908,12.2173,4.03065,9.30809,7.82789,3.64616,6.53506,4.86978,11.8774,3.00353,8.85547,8.8753,6.27916,7.53324,8.67579,6.14043,7.05147,9.38259,7.18281,5.28601,4.854,9.68247,6.28289,6.72806,5.56487,7.76654,8.58104,6.42801,6.15833,6.38012,5.95373,3.91332,7.58427,5.43194,7.33326,6.6146,7.27479,7.07274,11.1746,8.55193,3.25496,3.27394,2.79272,6.83515,6.83509,6.81636,4.58482,8.29524,8.99601,2.86221,5.52313,5.31473,11.1388,7.84596,5.81694,8.34837,10.8895,5.41207,7.26122,9.594,4.43145,6.81082,3.44177,6.26969,6.39474,3.04125,7.01865,5.93914,12.1532,12.2715,6.11215,6.89719
GSM1037302,2.6596,5.33781,11.0409,4.26775,9.09655,6.94326,5.81032,10.5196,7.6985,7.51344,8.22289,8.71749,7.44219,5.15892,11.7714,10.644,4.23445,7.50736,10.3466,8.01943,9.5871,3.30822,8.51895,6.64172,8.55861,7.13854,6.41465,7.6812,6.76405,12.274,4.76951,9.36164,7.59768,3.82969,6.59375,4.31995,11.8042,2.96275,8.3181,9.13383,6.12066,7.10633,8.63837,5.97074,7.127,9.45386,7.5458,5.14042,4.72907,9.80341,6.58533,6.74527,4.82167,9.29123,8.39814,6.52893,6.13788,6.64087,6.00607,4.09282,7.44343,5.6277,7.41134,6.02903,7.32794,7.2743,11.0126,8.65639,3.41784,3.39701,2.4119,6.76286,7.03877,6.65311,4.59792,8.42283,8.72969,2.72994,4.92953,4.74512,11.2274,7.36552,6.10823,8.0185,10.7938,4.78377,7.23827,9.67819,4.2388,7.18561,3.47693,6.31734,6.51659,2.64877,6.58092,5.52147,11.3207,11.3442,6.00252,6.8704
GSM1037303,2.46008,6.76261,11.0968,3.69933,8.94419,7.16369,6.16683,10.9369,7.9039,6.78646,8.06261,8.58028,7.05541,5.2982,11.8208,10.6994,4.62953,7.81968,10.369,7.90487,9.66764,3.17993,8.46083,6.74776,8.18786,7.41105,6.89134,7.42326,6.86107,12.4137,3.8687,9.98252,7.93511,3.4325,7.03957,4.22573,11.6744,2.68899,8.32851,8.76237,6.23737,7.40484,8.90573,6.07086,6.85527,9.43145,7.31905,4.92128,4.43451,9.70845,6.51267,6.89408,5.8364,7.53501,8.69421,6.66837,6.23555,6.47627,5.93831,3.96867,7.55965,5.43362,7.4433,6.1638,7.26319,7.03291,11.1215,8.46099,3.36237,3.17582,2.48441,6.90615,6.80211,7.02979,4.71323,8.34969,9.10708,3.08991,5.07842,5.25171,11.3383,7.1958,5.79008,8.60021,11.0451,5.051,7.23069,9.81946,3.86219,7.23146,3.67501,6.59309,6.37978,2.5982,6.75107,4.70669,12.272,12.4134,6.01334,6.91758
GSM1037304,3.1386,4.99039,11.089,2.75602,8.41272,6.77124,5.34151,10.175,6.94306,7.44768,6.94509,8.38834,7.82901,5.13087,11.9306,10.4758,4.77253,7.49378,10.1306,7.40571,9.93791,3.22657,8.44574,5.90247,7.76365,7.72967,6.72212,7.88455,6.91674,12.071,3.76915,9.50675,7.75067,3.58358,6.85469,4.87062,11.8065,3.1455,7.90104,8.64256,5.69623,7.4224,8.92201,5.73804,6.61599,9.62215,6.94642,5.42907,4.82926,9.58238,6.6702,6.57736,6.24255,8.0612,8.53292,6.55157,6.06442,7.06381,6.05563,4.11524,7.48288,5.54449,7.09729,5.67775,7.30172,7.05683,11.0534,8.39274,3.16375,3.40698,2.31425,6.30339,6.6013,6.45152,4.35785,7.90086,8.58551,2.65817,5.47556,4.88598,11.2524,7.52368,5.83371,8.35409,11.0448,5.54178,7.23658,9.63021,3.78657,7.12767,3.47715,5.62513,6.27597,3.21888,6.48737,5.48777,11.8225,11.9962,6.07315,7.48109
GSM1037305,3.52886,5.4478,11.1408,4.37265,8.97578,7.36603,6.18726,10.8986,8.17285,6.95173,8.08331,8.26346,7.15093,5.54458,11.717,10.6902,4.52289,7.15186,10.2448,8.01101,9.55601,3.43004,8.50292,6.14781,8.03997,7.46369,6.32014,7.61169,6.69039,12.3252,3.71179,9.77442,7.67788,3.40303,6.6521,4.58698,11.7,2.59641,8.4348,8.93388,6.05552,7.59114,8.58593,6.18544,6.77847,9.5873,7.75765,4.94742,4.84618,9.5616,6.54062,6.61954,5.28525,6.93643,8.66339,6.32447,6.18487,6.44763,5.97,4.24308,7.32207,5.6024,7.31935,5.92511,7.20059,7.2638,11.1104,8.51258,3.02562,3.11955,2.5388,6.72219,6.74758,6.97099,4.62147,8.52486,9.09709,3.05953,5.22461,4.8651,11.3862,7.61843,6.04335,8.12291,11.03,5.10877,7.17865,9.82257,4.20723,7.41599,3.6724,6.57547,6.38762,2.64502,6.90287,5.34644,12.3869,12.3989,5.59772,6.9613
GSM1037306,2.72083,6.31819,11.1543,4.02161,9.20615,7.25353,6.1239,10.6966,8.20848,7.40716,7.87224,8.91442,7.27993,5.37765,11.7681,10.6047,5.18963,7.26687,10.1908,8.38619,9.61352,3.27053,8.84502,6.94347,8.52962,7.2022,6.61657,7.65746,6.81568,12.0129,4.05734,10.0734,8.18694,3.31527,6.64065,4.29416,11.7899,2.65574,8.36597,9.35552,6.06361,7.24801,8.78291,6.14475,6.98783,9.45716,7.64426,5.17126,4.89501,9.63525,6.41788,6.61532,6.07809,7.11217,8.65204,6.56565,6.17988,6.37509,5.64752,4.24389,7.68761,5.25911,7.14913,6.07955,7.38334,7.0897,11.0139,8.90602,3.30062,3.03757,2.66556,6.53124,6.72659,6.69966,4.68138,8.30713,9.47483,2.62797,5.31115,4.71607,11.2565,7.7256,6.03817,8.00803,10.9111,5.24666,7.14114,9.75387,3.93788,7.26561,3.55691,7.05753,6.97898,2.70233,6.60719,5.13908,12.3336,12.4011,5.73558,7.08791
GSM1037307,3.1607,6.325,10.9831,3.41873,8.97487,6.24588,5.93842,10.4398,7.82559,6.88268,8.02005,8.22399,7.13445,5.34954,11.8496,10.6091,4.35437,6.93147,10.1363,8.48401,9.68872,3.19225,8.86867,6.67292,8.51363,7.29281,6.87672,8.17379,6.78196,12.2612,3.99473,9.46148,7.28294,3.41396,6.98122,5.07888,11.7581,3.21536,8.27854,9.25711,6.26587,7.35404,8.96844,6.00243,7.37584,9.33016,7.22276,4.9375,4.69736,9.73535,6.46072,6.48656,6.85599,9.00836,8.54261,6.5423,6.03218,7.06587,5.79883,4.08654,7.28751,5.47848,7.36176,6.06694,7.19981,7.0672,10.8992,8.78444,3.15634,3.0358,2.33503,6.40216,6.82915,6.77971,4.3385,8.4158,8.79097,2.40767,5.37326,4.86706,11.1526,7.55532,5.83703,8.42167,11.2919,5.50369,7.16093,9.84531,4.6993,7.26651,3.84473,7.19387,7.07944,2.10723,6.3473,4.74152,12.1633,12.0745,5.71275,6.52657
GSM1037308,3.75302,6.41546,11.0178,3.16185,9.28207,7.74555,6.59164,10.6173,8.10181,7.34945,7.91269,8.30808,7.43366,5.70096,11.7207,10.4047,5.36631,7.42062,10.128,8.41659,9.93593,3.18718,8.97901,6.40232,8.49872,7.83539,7.29909,7.80292,7.02161,12.1906,4.25901,10.3099,8.12818,3.49398,7.02626,4.95997,11.7501,2.94108,8.50351,9.04422,6.28858,7.4998,9.13414,6.13245,6.97217,9.44482,7.58435,5.452,5.14076,9.8052,6.45163,6.92506,6.43848,8.85855,8.68999,6.64231,6.41568,6.79696,6.18927,4.22441,7.55663,5.14908,7.52949,6.25058,7.3262,7.04735,10.7838,8.97422,3.60913,3.05806,2.58892,6.74318,6.76582,6.74941,4.57888,8.18049,9.52912,2.93869,5.44762,5.02143,11.198,7.64605,6.15277,8.14962,11.1899,4.96175,7.37716,9.66264,4.1079,7.34248,3.69407,6.89568,6.87625,2.67409,7.09561,5.56744,12.625,12.4307,5.93659,6.81227
GSM1037309,2.8544,5.0225,11.1677,4.43074,9.04117,6.81121,5.21997,10.5344,8.49771,6.67721,9.02636,8.7709,6.96058,4.96348,11.7168,10.1933,2.16199,7.00703,10.0685,7.70526,9.24756,2.89165,8.307,6.78132,8.44175,7.34121,6.051,7.53407,6.43933,12.0498,3.88088,8.59226,6.31837,3.50357,6.54117,4.9014,11.7666,2.98007,8.40741,8.45678,6.21809,7.56262,8.79263,5.91114,6.99724,9.45301,7.75482,5.11123,4.51622,9.62467,6.49816,6.40737,6.0161,7.8068,8.59242,6.23425,6.56648,6.07514,5.76744,3.73542,7.38509,5.39414,7.36137,6.00948,7.19093,7.07249,10.7333,8.31631,3.22796,3.45771,2.45996,6.61368,6.86421,6.83319,4.50764,8.6317,9.29807,2.97334,5.28523,4.91652,11.228,7.67782,6.01403,8.04508,10.4507,5.39104,6.90122,9.53149,4.0954,7.33121,3.96355,6.21707,5.97731,2.73311,6.75087,5.21997,11.9065,12.1143,5.41802,7.1614
GSM1037310,3.22207,6.85134,11.032,3.44693,9.13457,7.03242,6.00945,10.6152,8.2535,6.8333,7.32142,8.70805,7.38033,5.21517,11.6532,10.9048,5.27672,7.704,10.1065,8.80025,9.2786,3.33744,9.28875,6.07102,7.78706,7.4482,6.56456,7.42185,7.05596,11.9213,3.57216,9.62307,7.56352,3.73783,6.65749,4.20004,11.8418,2.87651,8.51096,9.48648,5.93623,7.37161,8.41833,5.89887,6.99545,9.48961,7.22974,5.31936,4.90273,9.70028,6.36802,6.5985,5.26036,7.00753,8.53031,6.74395,5.97359,6.46966,5.82573,4.03523,7.22425,4.95214,7.77623,6.91846,7.34319,7.04782,11.4194,8.56167,3.61325,3.11252,2.25279,6.69771,6.54715,7.07258,4.73674,8.17008,9.59281,3.02671,5.00034,5.24252,11.4355,7.66576,5.93183,8.18063,10.6688,5.2713,6.90972,9.97602,4.06239,7.2599,3.63698,7.15535,7.21843,2.78962,6.6903,5.48304,11.9591,11.9234,5.78359,7.08211
GSM1037311,2.94579,5.76827,10.7013,3.05181,9.11173,7.24228,5.81846,10.7985,8.29914,7.05916,7.85892,8.52355,7.41878,5.59957,11.6873,10.7089,5.53508,7.5236,10.2464,8.49922,9.59938,3.24481,9.06422,6.78127,8.54736,7.29885,6.51826,7.58653,6.78861,12.0454,3.61992,9.30995,7.36219,3.29421,6.62846,4.61539,11.8121,3.03627,8.55376,8.96077,5.93385,7.60813,8.76435,5.87413,6.89838,9.51951,7.29837,5.0394,5.43781,9.60476,6.51415,6.59095,5.9004,8.47288,8.70425,6.43482,6.30025,6.51241,5.88979,4.07461,7.34324,5.46126,7.4071,6.24788,7.10491,6.86389,10.813,8.68501,3.0522,3.1835,2.56666,6.90425,6.90056,6.86254,4.54816,8.4301,9.47438,2.88201,5.42361,5.04438,11.1678,7.74712,5.96162,8.65511,10.8134,5.16159,7.16587,9.76463,4.1607,7.57943,3.60676,7.07412,6.62773,2.83667,6.73586,5.78094,12.3495,12.3425,5.43191,7.00327
GSM1037312,3.8029,5.96283,10.5648,4.17853,9.15268,5.57112,5.82298,10.3819,7.47536,6.13497,7.54144,8.28721,6.26365,5.23254,11.4481,10.6116,3.10359,8.01841,9.80129,7.6253,9.36207,3.1423,8.18122,6.92901,8.80025,7.00805,6.25299,7.126,7.09086,11.5139,3.1173,8.448,6.75637,3.41155,6.59595,4.73677,11.7825,3.10152,7.58971,8.43541,5.45393,7.58361,8.36819,5.82179,7.06921,9.10617,7.03824,5.17649,4.23334,9.36914,6.81327,6.33063,6.13975,9.05815,8.39672,6.52887,6.3868,6.52152,5.96872,4.49225,7.0623,5.55331,6.37185,6.35176,7.05556,6.96999,10.6303,8.69669,3.42424,3.3298,2.67695,6.56064,7.272,6.4705,4.12912,8.62272,8.60028,2.6347,5.34048,5.09686,10.9342,6.21489,6.44633,7.7599,10.097,5.1294,7.19574,9.42708,4.17863,7.5553,3.55253,5.97317,6.10638,2.34254,6.89562,5.19047,10.9073,10.9434,4.93188,7.14999
GSM1037313,3.02354,6.31858,10.8954,4.21093,8.77717,6.90742,6.8044,10.6308,7.3392,7.13095,7.90403,8.34409,6.8911,5.24691,11.63,10.6718,4.8644,7.52237,9.95922,8.54315,9.72239,3.24038,9.09164,6.35863,8.19508,7.44472,6.88133,7.60073,6.98846,11.8987,3.66931,9.88629,7.73981,3.67924,7.06813,4.18118,11.4118,2.92118,8.05997,9.10785,5.93842,7.45651,8.70873,6.10073,7.17395,9.48073,7.47041,5.05399,4.27408,9.50259,6.537,6.39059,5.61055,7.84976,8.49475,6.83848,6.41062,5.99492,6.17737,4.09215,7.32959,5.8452,7.50438,6.70675,7.22396,6.98948,10.7272,8.86652,3.29348,3.4571,2.58892,6.89955,6.71699,6.81433,4.4621,8.51885,9.57481,3.11159,5.38445,5.18965,10.9937,7.73141,6.13609,8.56037,11.0658,5.37045,7.21799,9.57885,4.39927,7.38073,3.6901,6.7898,6.7413,3.08015,6.84606,4.60049,12.3985,12.4738,5.45708,6.91929
GSM1037314,3.35771,6.31194,10.9105,3.35333,9.00957,6.78948,6.1991,10.7498,7.8888,7.22626,7.369,8.56246,6.81981,5.22066,11.7023,10.9303,4.72914,7.64713,10.1852,8.593,9.73714,3.40411,9.15232,6.26467,8.29654,7.29056,6.87894,7.68649,6.78113,12.307,3.77545,10.1292,7.98643,3.77149,6.93447,4.43244,11.8161,3.06191,8.78028,9.38229,5.88886,7.30085,9.10375,6.00327,6.95567,9.50397,7.14501,5.26599,4.87827,9.65038,6.46546,6.74418,6.06015,7.84599,8.85182,6.82711,6.35321,6.75977,5.74008,4.13774,7.5531,5.67253,8.01756,6.85934,7.21398,7.07073,11.1576,8.95354,3.30006,3.1889,2.48698,6.895,6.91542,6.89503,4.29909,8.25619,8.83907,3.03145,5.43799,4.89514,11.3637,7.64913,5.90779,8.49317,11.2392,5.34011,7.04258,9.94334,4.06386,7.04863,3.68374,7.20055,6.8853,2.98455,6.93865,5.46603,12.1706,12.2369,5.78262,6.91668
GSM1037315,3.10962,5.62744,10.6968,3.32112,8.47277,5.37499,5.63577,9.83264,7.37546,6.52368,7.98163,8.59527,6.65462,5.18954,11.4365,10.1812,2.72066,7.32529,9.60099,8.14782,9.4646,3.03891,8.64663,6.46094,7.66112,7.42241,6.19097,7.12415,6.7804,11.2883,3.48295,9.41902,7.20294,3.36528,6.54391,4.042,11.5322,3.03848,7.85738,8.7666,5.34567,7.7026,8.42655,6.35294,7.08597,9.51303,7.05957,4.90747,3.8998,9.44612,6.61318,6.45811,5.3405,8.04509,8.3784,6.48052,6.48024,6.68346,5.83742,4.47513,7.50325,5.69549,6.69819,6.57834,7.23025,7.11837,10.8637,8.87341,3.11079,3.23508,2.4287,6.10061,6.47004,6.25834,3.92467,8.76576,7.89498,2.8782,5.23884,5.02818,10.773,7.64257,6.22331,8.24132,10.2445,5.35979,6.95473,9.7006,4.24416,7.33627,3.63555,6.16532,6.19881,2.26273,6.63125,5.46318,10.946,11.1197,5.18109,7.12803
GSM1037316,2.67588,6.35543,10.6584,3.47914,9.21631,7.07424,6.27054,10.7053,7.97951,6.94444,8.05852,8.58068,6.83756,5.31629,11.7389,10.7349,3.51111,7.61609,10.2321,8.07264,9.54169,3.40315,8.71154,6.38952,8.09008,7.58194,6.54711,7.5762,6.6193,12.0582,3.47156,9.75578,7.37209,3.4904,6.75023,4.72162,11.8468,2.92015,8.59212,8.78227,6.00003,7.57077,8.87972,5.87927,7.08616,9.5434,7.31977,5.14525,4.87265,9.46151,6.54365,6.45269,4.47662,7.95694,8.7468,6.41504,6.23185,6.41334,5.91553,4.02758,7.42576,5.5631,7.60876,6.74078,7.29432,7.0651,10.8246,8.57194,3.30591,2.97878,2.63665,7.02384,6.47297,6.91392,4.62302,8.22506,9.65105,2.86529,5.24468,4.99086,11.2326,7.66921,6.0909,8.14756,10.8709,5.25722,6.92368,9.79815,4.10219,7.38173,3.53352,6.34402,6.28276,2.56268,6.93573,5.45263,12.111,12.1888,5.28584,7.31838
GSM1037317,3.63756,6.69976,10.8723,4.32492,9.39222,7.30417,7.03418,10.8903,8.39791,7.51694,8.7291,8.74514,7.35582,5.34883,11.5834,10.5668,5.64632,7.8027,10.168,8.85256,9.44027,3.28063,9.37698,6.6168,8.22711,7.72165,6.77719,7.57139,7.14439,12.182,4.058,9.30401,7.59505,3.49528,6.75868,5.07974,11.5837,2.79556,8.78726,9.39896,6.27446,7.49598,8.91649,5.89387,7.03905,9.58654,7.59328,5.42045,5.05937,9.59972,6.60634,6.76414,5.35116,7.95612,8.70295,6.74343,6.31705,6.82935,6.01985,4.11118,7.43224,5.65531,7.82275,6.51064,7.30023,6.9777,10.8772,8.56786,3.62147,3.33832,2.83076,7.03369,6.69022,6.86223,4.72622,8.40372,9.60184,2.77324,5.25777,5.25371,11.1619,7.90976,5.87058,8.39351,11.1117,5.34291,7.18578,9.85248,3.88439,7.44652,3.39708,7.07232,7.18267,3.0472,6.72874,5.45133,12.138,12.2784,5.54221,7.02928
GSM1037318,2.86455,6.4881,10.9288,4.04977,9.52224,7.18018,6.45734,10.8733,8.83486,7.30789,7.83344,8.8402,7.56827,5.78697,11.7371,11.022,5.30767,7.60862,10.2086,8.13222,9.53023,3.22659,8.71759,6.3713,8.27297,7.74524,6.53926,7.56284,6.96524,12.2035,3.66676,9.16991,6.93669,3.54435,6.77169,4.60454,11.7579,2.86479,8.96764,8.81266,6.13099,7.275,8.89717,5.98234,6.93004,9.50753,7.26142,5.35798,5.22146,9.70511,6.45097,6.93138,5.91128,7.5092,8.89143,6.66003,6.01782,6.29322,6.11001,3.89197,7.53556,5.23187,7.64465,6.80096,7.10864,7.15841,10.7677,8.83377,3.20792,3.11588,2.66609,6.85115,6.83433,7.10385,4.89513,8.43906,9.3711,2.55254,4.97064,5.0372,11.1742,7.88664,5.81545,8.18688,10.9904,5.19853,7.08969,9.82248,4.35274,7.06883,3.30662,6.93506,6.78087,3.19664,6.667,5.99655,11.6401,11.5326,5.12437,7.12127
GSM1037319,3.55146,5.99896,10.849,3.43358,8.83085,6.53786,5.92293,10.4716,7.32415,7.26133,8.84223,8.55274,7.30513,4.80545,11.6449,10.8556,3.721,7.38194,10.3555,8.10835,9.66871,3.24948,8.7616,6.6576,8.34654,7.54799,6.25301,7.525,6.50162,11.8968,3.49404,9.82232,8.12696,3.45664,6.49486,5.387,11.7544,2.92355,8.24636,9.08496,5.70176,7.49931,8.71706,6.06895,7.00873,9.49805,7.25959,4.85133,5.13576,9.65669,6.54605,6.6008,6.05553,9.20039,8.50608,6.45719,6.06286,6.34283,5.43767,4.45283,7.2949,5.27559,7.14266,6.65217,7.15883,6.90009,10.8867,8.54127,3.13716,3.20167,2.26015,6.67105,6.92981,6.70541,4.37639,8.371,7.28388,2.53048,5.46469,4.98997,11.2325,7.83447,5.90395,8.28214,10.6121,5.41874,6.96202,9.54448,4.69616,7.64345,3.65611,6.68463,6.47226,2.65381,6.67153,4.36835,11.9284,11.9829,5.76276,7.22674
GSM1037320,3.18902,6.45003,10.712,3.22522,9.26779,7.45915,5.60929,10.6653,8.22878,6.87323,7.41063,8.57131,7.13223,5.14149,11.8235,10.5264,5.35127,7.71829,10.2597,7.90661,9.28989,3.24694,8.45215,7.42029,9.0514,7.41567,6.3328,7.79276,6.78561,11.9615,3.5364,8.65368,6.78041,3.06687,6.36865,4.99026,11.6294,3.26275,8.47145,8.73011,6.0511,7.25965,8.45321,5.97119,6.96536,9.57733,7.35331,5.08981,4.7278,9.48421,6.74407,6.63914,5.83604,8.66135,8.6174,6.49478,7.34483,6.82565,5.6688,4.10967,7.38074,5.46493,7.38028,5.44934,7.09195,6.86033,10.652,8.36424,3.37774,3.17124,2.65407,6.78429,7.04124,6.73111,4.66957,8.4679,9.01685,2.10994,5.38336,4.55056,11.1529,7.30205,6.04843,7.93524,10.372,5.45929,6.89608,9.8004,3.88376,7.39736,3.60844,6.40082,6.24267,2.67791,6.61808,5.55306,11.4576,11.5853,5.09343,7.23577
